gpu,backend,M,N,K,shape,flops,dtype,trials,warmup,iters,p50_ms,p90_ms,std_ms,tflops_p50,speedup_vs_torch_p50
NVIDIA A100-SXM4-80GB,torch,1024,5120,13824,1024x5120x13824,144955146240.0,bfloat16,10,30,400,0.5790297698974609,0.5846087646484375,0.004945531530797957,250.34143972540443,
NVIDIA A100-SXM4-80GB,triton,1024,5120,13824,1024x5120x13824,144955146240.0,bfloat16,10,30,400,0.7751449584960937,0.776472297668457,0.0014710281464151817,187.0039205585964,0.7469954665265089
NVIDIA A100-SXM4-80GB,torch,1024,13824,5120,1024x13824x5120,144955146240.0,float16,10,30,400,0.628977928161621,0.6318013343811035,0.006610448336736881,230.46141962989932,
NVIDIA A100-SXM4-80GB,triton,1024,13824,5120,1024x13824x5120,144955146240.0,float16,10,30,400,0.7437260818481446,0.7448627548217773,0.001232093462275045,194.90394350536872,0.8457118064202123
NVIDIA A100-SXM4-80GB,torch,1024,13824,5120,1024x13824x5120,144955146240.0,bfloat16,10,30,400,0.5681049537658691,0.5773747138977051,0.013288488307868673,255.15557517870158,
NVIDIA A100-SXM4-80GB,triton,1024,13824,5120,1024x13824x5120,144955146240.0,bfloat16,10,30,400,0.7267097473144531,0.7279329223632812,0.0017914094549848316,199.46773354242177,0.781749461687137
NVIDIA A100-SXM4-80GB,torch,2048,4096,11008,2048x4096x11008,184683593728.0,float16,10,30,400,0.7800077056884765,0.7842621765136719,0.004058031544823073,236.77149902639536,
NVIDIA A100-SXM4-80GB,triton,2048,4096,11008,2048x4096x11008,184683593728.0,float16,10,30,400,1.0156595230102539,1.0164198608398436,0.0025110804762637573,181.83612671757075,0.7679814819996541
NVIDIA A100-SXM4-80GB,torch,2048,4096,11008,2048x4096x11008,184683593728.0,bfloat16,10,30,400,0.7629964828491211,0.7707328033447265,0.0070584131673803235,242.05038670475795,
NVIDIA A100-SXM4-80GB,triton,2048,4096,11008,2048x4096x11008,184683593728.0,bfloat16,10,30,400,0.9525875091552735,0.9573332748413086,0.005231893818260755,193.8757247528597,0.800972588361697
NVIDIA A100-SXM4-80GB,torch,2048,11008,4096,2048x11008x4096,184683593728.0,float16,10,30,400,0.8270566558837891,0.8346316757202148,0.013211229274748363,223.30222774236418,
NVIDIA A100-SXM4-80GB,triton,2048,11008,4096,2048x11008x4096,184683593728.0,float16,10,30,400,0.9538930892944336,0.9560048522949219,0.0039536993668023955,193.61036975810882,0.8670328626613055
NVIDIA A100-SXM4-80GB,torch,2048,11008,4096,2048x11008x4096,184683593728.0,bfloat16,10,30,400,0.7798822402954102,0.7840414886474609,0.004254127306634594,236.8095901992127,
NVIDIA A100-SXM4-80GB,triton,2048,11008,4096,2048x11008x4096,184683593728.0,bfloat16,10,30,400,0.932971534729004,0.9344729461669922,0.003807793356505039,197.95201338232062,0.835912148725887
NVIDIA A100-SXM4-80GB,torch,1024,20480,5120,1024x20480x5120,214748364800.0,float16,10,30,200,0.9329894256591797,0.938766830444336,0.009940370549655561,230.1723458958552,
NVIDIA A100-SXM4-80GB,triton,1024,20480,5120,1024x20480x5120,214748364800.0,float16,10,30,200,1.10687744140625,1.1115816955566407,0.004177109611158874,194.0127757298672,0.842902195634097
NVIDIA A100-SXM4-80GB,torch,1024,20480,5120,1024x20480x5120,214748364800.0,bfloat16,10,30,200,0.8448332977294921,0.8577750854492187,0.021376376672512076,254.19022353538966,
NVIDIA A100-SXM4-80GB,triton,1024,20480,5120,1024x20480x5120,214748364800.0,bfloat16,10,30,200,1.0782489395141601,1.081082908630371,0.006711214855192751,199.16399351782516,0.7835234209552379
NVIDIA A100-SXM4-80GB,torch,1024,5120,20480,1024x5120x20480,214748364800.0,float16,10,30,200,0.9420620727539062,0.9575075759887695,0.008830834855190983,227.9556422139271,
NVIDIA A100-SXM4-80GB,triton,1024,5120,20480,1024x5120x20480,214748364800.0,float16,10,30,200,1.1060889816284178,1.120061965942383,0.010350446806059158,194.15107497395095,0.8517055032651837
NVIDIA A100-SXM4-80GB,torch,1024,5120,20480,1024x5120x20480,214748364800.0,bfloat16,10,30,200,0.8376038360595703,0.8448998489379882,0.009185205103334659,256.38417060058345,
NVIDIA A100-SXM4-80GB,triton,1024,5120,20480,1024x5120x20480,214748364800.0,bfloat16,10,30,200,1.1030348968505859,1.1050214080810545,0.0026020293070548447,194.68864077932182,0.7593629525694234
NVIDIA A100-SXM4-80GB,torch,512,8192,28672,512x8192x28672,240518168576.0,float16,10,30,200,1.020623359680176,1.0218777923583984,0.002809553916589336,235.65810668038125,
NVIDIA A100-SXM4-80GB,triton,512,8192,28672,512x8192x28672,240518168576.0,float16,10,30,200,1.4796109008789062,1.4844733123779297,0.004393095379448682,162.55501255980838,0.6897917277264676
NVIDIA A100-SXM4-80GB,torch,512,8192,28672,512x8192x28672,240518168576.0,bfloat16,10,30,200,1.0249574279785156,1.0287006683349609,0.00801157928629825,234.66161814190156,
NVIDIA A100-SXM4-80GB,triton,512,8192,28672,512x8192x28672,240518168576.0,bfloat16,10,30,200,1.4461005401611327,1.4486931915283203,0.002320308614355905,166.32188557871646,0.7087732834013803
NVIDIA A100-SXM4-80GB,torch,512,28672,8192,512x28672x8192,240518168576.0,float16,10,30,200,1.069826545715332,1.0865812301635742,0.0087558210909366,224.81977993468018,
NVIDIA A100-SXM4-80GB,triton,512,28672,8192,512x28672x8192,240518168576.0,float16,10,30,200,1.2952652740478516,1.304104995727539,0.006810381162795449,185.6902778103155,0.8259516927926294
NVIDIA A100-SXM4-80GB,torch,512,28672,8192,512x28672x8192,240518168576.0,bfloat16,10,30,200,1.0767283248901367,1.1043844757080077,0.015871288437765474,223.37869545740904,
NVIDIA A100-SXM4-80GB,triton,512,28672,8192,512x28672x8192,240518168576.0,bfloat16,10,30,200,1.2578278350830079,1.2726271743774416,0.007666452323839189,191.217082232981,0.8560220205486867
NVIDIA A100-SXM4-80GB,torch,2048,8192,8192,2048x8192x8192,274877906944.0,float16,10,30,200,1.1125939178466797,1.121718765258789,0.0069384465259818215,247.06040769663755,
NVIDIA A100-SXM4-80GB,triton,2048,8192,8192,2048x8192x8192,274877906944.0,float16,10,30,200,1.4231782531738282,1.4255841522216797,0.004331343815374392,193.14369533893247,0.7817670874084011
NVIDIA A100-SXM4-80GB,torch,2048,8192,8192,2048x8192x8192,274877906944.0,bfloat16,10,30,200,1.0874470138549803,1.1073561477661134,0.029000557461452862,252.77360960288325,
NVIDIA A100-SXM4-80GB,triton,2048,8192,8192,2048x8192x8192,274877906944.0,bfloat16,10,30,200,1.3986073303222657,1.4026219787597656,0.00484890921501591,196.5368699166355,0.7775213172981239
NVIDIA A100-SXM4-80GB,torch,2048,16384,4096,2048x16384x4096,274877906944.0,float16,10,30,200,1.2015744018554688,1.2226360015869142,0.015457147400321303,228.76478270470315,
NVIDIA A100-SXM4-80GB,triton,2048,16384,4096,2048x16384x4096,274877906944.0,float16,10,30,200,1.4672589111328125,1.4701746673583984,0.0046419440820230215,187.34110582554078,0.8189245897493176
NVIDIA A100-SXM4-80GB,torch,2048,16384,4096,2048x16384x4096,274877906944.0,bfloat16,10,30,200,1.1272268676757813,1.1396239395141603,0.028686636828922165,243.85322495973523,
NVIDIA A100-SXM4-80GB,triton,2048,16384,4096,2048x16384x4096,274877906944.0,bfloat16,10,30,200,1.358886413574219,1.361316909790039,0.003512015827787556,202.28173907560148,0.8295225093250335
NVIDIA A100-SXM4-80GB,torch,512,8192,32768,512x8192x32768,274877906944.0,float16,10,30,200,1.1613286209106446,1.1653739395141602,0.003456918053426095,236.69261395491756,
NVIDIA A100-SXM4-80GB,triton,512,8192,32768,512x8192x32768,274877906944.0,float16,10,30,200,1.6884735870361327,1.6911354675292969,0.002090835181382385,162.79668752562947,0.687797919865117
NVIDIA A100-SXM4-80GB,torch,512,8192,32768,512x8192x32768,274877906944.0,bfloat16,10,30,200,1.172300796508789,1.189804557800293,0.02406421827221372,234.4772841258913,
NVIDIA A100-SXM4-80GB,triton,512,8192,32768,512x8192x32768,274877906944.0,bfloat16,10,30,200,1.6534041595458984,1.6568105010986327,0.003183269807018277,166.24967667886733,0.709022527698707
NVIDIA A100-SXM4-80GB,torch,1024,8192,16384,1024x8192x16384,274877906944.0,float16,10,30,200,1.2162252807617189,1.2286489715576172,0.016506529325897534,226.00903902593166,
NVIDIA A100-SXM4-80GB,triton,1024,8192,16384,1024x8192x16384,274877906944.0,float16,10,30,200,1.4332313537597656,1.4483343963623048,0.010263464646153459,191.7889294166769,0.8485896415615112
NVIDIA A100-SXM4-80GB,torch,1024,8192,16384,1024x8192x16384,274877906944.0,bfloat16,10,30,200,1.1181849288940429,1.1297674255371093,0.010037845370111905,245.82508656763244,
NVIDIA A100-SXM4-80GB,triton,1024,8192,16384,1024x8192x16384,274877906944.0,bfloat16,10,30,200,1.407979507446289,1.4114093780517578,0.004693788708193088,195.22862761160314,0.7941769911993544
NVIDIA A100-SXM4-80GB,torch,512,32768,8192,512x32768x8192,274877906944.0,float16,10,30,200,1.1441715240478516,1.1538759765625,0.007020093914449186,240.2418703548368,
NVIDIA A100-SXM4-80GB,triton,512,32768,8192,512x32768x8192,274877906944.0,float16,10,30,200,1.4373837280273438,1.439363525390625,0.003657393961121106,191.23488153107218,0.7960097931664395
NVIDIA A100-SXM4-80GB,torch,512,32768,8192,512x32768x8192,274877906944.0,bfloat16,10,30,200,1.1131468963623048,1.1199948501586914,0.0071157043935901115,246.9376753798479,
NVIDIA A100-SXM4-80GB,triton,512,32768,8192,512x32768x8192,274877906944.0,bfloat16,10,30,200,1.411379165649414,1.4134246215820312,0.0032919794110951163,194.7583708432604,0.788694436941129
NVIDIA A100-SXM4-80GB,torch,2048,4096,16384,2048x4096x16384,274877906944.0,float16,10,30,200,1.142822380065918,1.1480299377441405,0.00691861555987583,240.52548474605916,
NVIDIA A100-SXM4-80GB,triton,2048,4096,16384,2048x4096x16384,274877906944.0,float16,10,30,200,1.4358143615722656,1.4430484008789064,0.0037835191784658076,191.44390410122335,0.7959402069321055
NVIDIA A100-SXM4-80GB,torch,2048,4096,16384,2048x4096x16384,274877906944.0,bfloat16,10,30,200,1.1162112045288084,1.1336914138793945,0.024187112611443403,246.2597632318478,
NVIDIA A100-SXM4-80GB,triton,2048,4096,16384,2048x4096x16384,274877906944.0,bfloat16,10,30,200,1.4039756774902346,1.4102225799560548,0.00507437775699806,195.78537673485582,0.7950359984327949
NVIDIA A100-SXM4-80GB,torch,2048,13824,5120,2048x13824x5120,289910292480.0,float16,10,30,200,1.1557939147949219,1.1664373397827148,0.009388156441811195,250.83216719603527,
NVIDIA A100-SXM4-80GB,triton,2048,13824,5120,2048x13824x5120,289910292480.0,float16,10,30,200,1.474370574951172,1.4767031707763671,0.0035046318623185996,196.63325991811874,0.7839236175974276
NVIDIA A100-SXM4-80GB,torch,2048,13824,5120,2048x13824x5120,289910292480.0,bfloat16,10,30,200,1.1302681350708008,1.139576301574707,0.013430027537365727,256.4969173990204,
NVIDIA A100-SXM4-80GB,triton,2048,13824,5120,2048x13824x5120,289910292480.0,bfloat16,10,30,200,1.4475186920166017,1.4497336120605469,0.0038025911317109734,200.2808627473496,0.7808314609714468
NVIDIA A100-SXM4-80GB,torch,2048,5120,13824,2048x5120x13824,289910292480.0,float16,10,30,200,1.1392153930664062,1.1467130966186523,0.009407012662937687,254.48242206388517,
NVIDIA A100-SXM4-80GB,triton,2048,5120,13824,2048x5120x13824,289910292480.0,float16,10,30,200,1.4585753631591798,1.4653041076660156,0.006054351363734314,198.7626418233701,0.7810466444455358
NVIDIA A100-SXM4-80GB,torch,2048,5120,13824,2048x5120x13824,289910292480.0,bfloat16,10,30,200,1.1041075134277345,1.128141311645508,0.0252415134791834,262.5743317151831,
NVIDIA A100-SXM4-80GB,triton,2048,5120,13824,2048x5120x13824,289910292480.0,bfloat16,10,30,200,1.4289740753173827,1.4328744659423829,0.004800650386426284,202.88002244939915,0.7726574837843061
NVIDIA A100-SXM4-80GB,torch,2048,20480,5120,2048x20480x5120,429496729600.0,float16,10,30,200,1.7271269989013671,1.731780059814453,0.009203626655066407,248.67698198986218,
NVIDIA A100-SXM4-80GB,triton,2048,20480,5120,2048x20480x5120,429496729600.0,float16,10,30,200,2.182678985595703,2.187383834838867,0.0053491416505934575,196.77503308292515,0.791287683758954
NVIDIA A100-SXM4-80GB,torch,2048,20480,5120,2048x20480x5120,429496729600.0,bfloat16,10,30,200,1.6865868377685547,1.6915010681152345,0.008144227316560698,254.65438243799372,
NVIDIA A100-SXM4-80GB,triton,2048,20480,5120,2048x20480x5120,429496729600.0,bfloat16,10,30,200,2.149744644165039,2.1543915557861326,0.0057274378209056665,199.78964979201822,0.7845521756950928
NVIDIA A100-SXM4-80GB,torch,2048,5120,20480,2048x5120x20480,429496729600.0,float16,10,30,200,1.6774297332763672,1.6832209320068359,0.010205582165730122,256.04454307668914,
NVIDIA A100-SXM4-80GB,triton,2048,5120,20480,2048x5120x20480,429496729600.0,float16,10,30,200,2.154339828491211,2.156421112060547,0.005741122418588303,199.36350055821856,0.7786281955577793
NVIDIA A100-SXM4-80GB,torch,2048,5120,20480,2048x5120x20480,429496729600.0,bfloat16,10,30,200,1.6369484710693358,1.6422881317138671,0.008798766737867387,262.3764505668474,
NVIDIA A100-SXM4-80GB,triton,2048,5120,20480,2048x5120x20480,429496729600.0,bfloat16,10,30,200,2.114470443725586,2.117776885986328,0.006493915560833068,203.12259784688655,0.7741647446180986
NVIDIA A100-SXM4-80GB,torch,1024,28672,8192,1024x28672x8192,481036337152.0,float16,10,30,200,2.0610124969482424,2.0682101593017577,0.00862020389143162,233.39806908705037,
NVIDIA A100-SXM4-80GB,triton,1024,28672,8192,1024x28672x8192,481036337152.0,float16,10,30,200,2.2825650787353515,2.2913331146240234,0.008126009163826537,210.7437556253672,0.9029370142165412
NVIDIA A100-SXM4-80GB,torch,1024,28672,8192,1024x28672x8192,481036337152.0,bfloat16,10,30,200,1.9638092803955078,1.9648675994873048,0.007667806526593193,244.95063851369522,
NVIDIA A100-SXM4-80GB,triton,1024,28672,8192,1024x28672x8192,481036337152.0,bfloat16,10,30,200,2.3896601867675784,2.390601257324219,0.0021966608215885125,201.29905490984615,0.8217943669438179
NVIDIA A100-SXM4-80GB,torch,1024,8192,28672,1024x8192x28672,481036337152.0,float16,10,30,200,2.0843749999999996,2.0944430236816407,0.006478283085575138,230.78205080755626,
NVIDIA A100-SXM4-80GB,triton,1024,8192,28672,1024x8192x28672,481036337152.0,float16,10,30,200,2.516689987182617,2.529343978881836,0.013313438827211655,191.13849524649257,0.8282208021709558
NVIDIA A100-SXM4-80GB,torch,1024,8192,28672,1024x8192x28672,481036337152.0,bfloat16,10,30,200,2.0302591705322266,2.0474230346679687,0.010557716032348117,236.93346353702105,
NVIDIA A100-SXM4-80GB,triton,1024,8192,28672,1024x8192x28672,481036337152.0,bfloat16,10,30,200,2.4660581970214848,2.47382470703125,0.015143934400772873,195.06284877339783,0.8232811265299342
NVIDIA A100-SXM4-80GB,torch,1024,8192,32768,1024x8192x32768,549755813888.0,float16,10,30,200,2.367011795043945,2.373413330078125,0.007712846663969632,232.25731913929621,
NVIDIA A100-SXM4-80GB,triton,1024,8192,32768,1024x8192x32768,549755813888.0,float16,10,30,200,2.884503021240234,2.8888939514160157,0.004622146557748786,190.58943944237038,0.8205960533285259
NVIDIA A100-SXM4-80GB,torch,1024,8192,32768,1024x8192x32768,549755813888.0,bfloat16,10,30,200,2.313006057739258,2.3183416748046874,0.00527241002471358,237.68023090494353,
NVIDIA A100-SXM4-80GB,triton,1024,8192,32768,1024x8192x32768,549755813888.0,bfloat16,10,30,200,2.811189727783203,2.815763488769531,0.0036739488010133553,195.55984018251107,0.8227854686859596
NVIDIA A100-SXM4-80GB,torch,1024,32768,8192,1024x32768x8192,549755813888.0,float16,10,30,200,2.3664691162109373,2.3701027221679687,0.009847722360857403,232.3105804009982,
NVIDIA A100-SXM4-80GB,triton,1024,32768,8192,1024x32768x8192,549755813888.0,float16,10,30,200,2.575669708251953,2.5773261413574216,0.0021142424988381397,213.4418912978972,0.9187781758776068
NVIDIA A100-SXM4-80GB,torch,1024,32768,8192,1024x32768x8192,549755813888.0,bfloat16,10,30,200,2.2063770294189453,2.2136571350097656,0.010389309357558645,249.16675915211985,
NVIDIA A100-SXM4-80GB,triton,1024,32768,8192,1024x32768x8192,549755813888.0,bfloat16,10,30,200,2.6898431396484375,2.692078125,0.0036212734637393446,204.38210904738972,0.8202623405420283
NVIDIA A100-SXM4-80GB,torch,2048,8192,28672,2048x8192x28672,962072674304.0,float16,10,30,120,3.8883200327555336,3.8976836903889973,0.01931030546391555,247.42630909992468,
NVIDIA A100-SXM4-80GB,triton,2048,8192,28672,2048x8192x28672,962072674304.0,float16,10,30,120,4.914112091064453,4.91653818766276,0.004300648579441841,195.77751920909157,0.7912558689546048
NVIDIA A100-SXM4-80GB,torch,2048,8192,28672,2048x8192x28672,962072674304.0,bfloat16,10,30,120,3.886464055379232,3.8986940002441406,0.02395555853847631,247.5444673088899,
NVIDIA A100-SXM4-80GB,triton,2048,8192,28672,2048x8192x28672,962072674304.0,bfloat16,10,30,120,4.811758931477865,4.817155405680339,0.005345523551870668,199.9419937707712,0.8077013230971566
NVIDIA A100-SXM4-80GB,torch,2048,28672,8192,2048x28672x8192,962072674304.0,float16,10,30,120,3.841211700439453,3.8556337992350262,0.008470334679906807,250.4607268050168,
NVIDIA A100-SXM4-80GB,triton,2048,28672,8192,2048x28672x8192,962072674304.0,float16,10,30,120,4.545868937174479,4.564949188232422,0.01201647755965644,211.63669423826016,0.844989539629576
NVIDIA A100-SXM4-80GB,torch,2048,28672,8192,2048x28672x8192,962072674304.0,bfloat16,10,30,120,3.778457514444987,3.7893341064453128,0.032621420490227655,254.62048220100675,
NVIDIA A100-SXM4-80GB,triton,2048,28672,8192,2048x28672x8192,962072674304.0,bfloat16,10,30,120,4.751206461588541,4.757730967203776,0.00566332516615022,202.49018477347667,0.7952627495757528
NVIDIA A100-SXM4-80GB,torch,2048,32768,8192,2048x32768x8192,1099511627776.0,float16,10,30,120,4.346252950032552,4.355473937988281,0.03171310528235414,252.9792077029859,
NVIDIA A100-SXM4-80GB,triton,2048,32768,8192,2048x32768x8192,1099511627776.0,float16,10,30,120,5.434252929687499,5.446322428385417,0.0078924064820889,202.32985876850384,0.7997884909421186
NVIDIA A100-SXM4-80GB,torch,2048,32768,8192,2048x32768x8192,1099511627776.0,bfloat16,10,30,120,4.243980789184571,4.258389282226562,0.014824960917577725,259.0755430792743,
NVIDIA A100-SXM4-80GB,triton,2048,32768,8192,2048x32768x8192,1099511627776.0,bfloat16,10,30,120,5.612036387125651,5.628727620442708,0.017896963691249834,195.92025994313684,0.7562283093745645
NVIDIA A100-SXM4-80GB,torch,2048,8192,32768,2048x8192x32768,1099511627776.0,float16,10,30,120,4.45716069539388,4.4640475972493485,0.008598240528444667,246.6843138306091,
NVIDIA A100-SXM4-80GB,triton,2048,8192,32768,2048x8192x32768,1099511627776.0,float16,10,30,120,5.585288492838542,5.589771779378255,0.003047212509636048,196.858520233251,0.7980179897795526
NVIDIA A100-SXM4-80GB,torch,2048,8192,32768,2048x8192x32768,1099511627776.0,bfloat16,10,30,120,4.453512573242188,4.4607396443684895,0.03212049339342287,246.88638679996987,
NVIDIA A100-SXM4-80GB,triton,2048,8192,32768,2048x8192x32768,1099511627776.0,bfloat16,10,30,120,5.470643107096354,5.473958384195964,0.0056150411888957535,200.9839805396456,0.8140747780576703
